"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","hindfoot_length_cm"
26942,9,28,1997,14,"PM","F",19,24,1.9
26943,9,28,1997,16,"PB","F",26,34,2.6
26944,9,28,1997,11,"PM","F",21,30,2.1
26945,9,28,1997,9,"PM","M",21,23,2.1
26946,9,28,1997,6,"DO","F",35,50,3.5
26947,9,28,1997,6,"OT","M",21,24,2.1
26948,9,28,1997,11,"DO","F",34,51,3.4
26949,9,28,1997,6,"PE","M",20,19,2
26950,9,28,1997,11,"PM","M",21,20,2.1
26951,9,28,1997,11,"DO","M",36,51,3.6
26952,9,28,1997,11,"DM","M",37,54,3.7
26953,9,28,1997,11,"DM","F",36,44,3.6
26954,9,28,1997,6,"PB","F",27,34,2.7
26955,9,28,1997,11,"DO","M",35,47,3.5
26956,10,25,1997,18,"RM","M",17,NA,1.7
26957,10,25,1997,17,"DM","F",34,43,3.4
26958,10,25,1997,22,"DM","M",35,50,3.5
26959,10,25,1997,1,"DM","F",35,39,3.5
26960,10,25,1997,12,"OT","M",21,24,2.1
26961,10,25,1997,18,"PB","F",26,27,2.6
26962,10,25,1997,21,"OT","M",19,26,1.9
26963,10,25,1997,7,"PM","F",21,23,2.1
26964,10,25,1997,21,"PM","M",20,26,2
26965,10,25,1997,24,"PM","F",20,28,2
26966,10,25,1997,7,"PL","M",20,16,2
26967,10,25,1997,7,"PM","M",22,22,2.2
26968,10,25,1997,19,"PB","M",27,37,2.7
26969,10,25,1997,20,"PM","M",21,23,2.1
26970,10,25,1997,21,"PF","F",14,6,1.4
26971,10,25,1997,24,"NL","F",32,140,3.2
26972,10,25,1997,7,"PM","M",20,15,2
26973,10,25,1997,2,"DO","M",36,49,3.6
26974,10,25,1997,21,"OT","F",19,25,1.9
26975,10,25,1997,24,"RM","M",16,11,1.6
26976,10,25,1997,7,"PM","F",22,22,2.2
26977,10,25,1997,1,"DO","M",35,54,3.5
26978,10,25,1997,19,"PM","M",20,23,2
26979,10,25,1997,24,"PM","M",20,21,2
26980,10,25,1997,2,"DS","F",50,108,5
26981,10,25,1997,24,"RM","F",17,11,1.7
26982,10,25,1997,7,"PM","M",19,15,1.9
26983,10,25,1997,22,"DM","F",36,41,3.6
26984,10,25,1997,17,"PF","M",16,8,1.6
26985,10,25,1997,17,"NL","M",32,170,3.2
26986,10,25,1997,22,"DM","M",35,39,3.5
26987,10,25,1997,24,"PE","F",20,21,2
26988,10,25,1997,12,"DM","M",37,42,3.7
26989,10,25,1997,21,"PP","F",21,20,2.1
26990,10,25,1997,12,"NL","F",NA,172,NA
26991,10,25,1997,17,"DM","M",37,46,3.7
26992,10,25,1997,22,"OT","F",21,23,2.1
26993,10,25,1997,24,"PE","F",21,21,2.1
26994,10,25,1997,24,"AH","",NA,NA,NA
26995,10,25,1997,2,"PB","F",26,29,2.6
26996,10,25,1997,17,"DM","F",35,45,3.5
26997,10,25,1997,20,"AH","",NA,NA,NA
26998,10,25,1997,21,"AH","",NA,NA,NA
26999,10,25,1997,22,"PB","F",25,26,2.5
27000,10,25,1997,12,"DM","M",35,40,3.5
27001,10,25,1997,20,"PE","M",20,22,2
27002,10,25,1997,22,"PB","M",28,34,2.8
27003,10,25,1997,17,"DM","F",35,38,3.5
27004,10,25,1997,20,"PF","F",15,8,1.5
27005,10,25,1997,2,"DM","M",36,47,3.6
27006,10,25,1997,21,"OT","M",19,23,1.9
27007,10,25,1997,17,"OT","F",20,24,2
27008,10,25,1997,20,"PF","F",15,8,1.5
27009,10,25,1997,21,"PB","M",25,28,2.5
27010,10,25,1997,24,"PE","M",21,20,2.1
27011,10,25,1997,18,"SH","M",22,43,2.2
27012,10,25,1997,17,"OT","M",21,23,2.1
27013,10,25,1997,20,"PM","F",19,21,1.9
27014,10,25,1997,19,"PB","M",27,41,2.7
27015,10,25,1997,7,"PM","M",21,24,2.1
27016,10,25,1997,1,"DO","F",34,45,3.4
27017,10,25,1997,19,"PB","",26,29,2.6
27018,10,25,1997,2,"PB","F",25,27,2.5
27019,10,25,1997,1,"DO","F",34,45,3.4
27020,10,25,1997,17,"NL","F",32,145,3.2
27021,10,25,1997,21,"PB","F",26,29,2.6
27022,10,25,1997,22,"DM","F",38,42,3.8
27023,10,25,1997,20,"PM","M",22,24,2.2
27024,10,25,1997,12,"OT","F",20,26,2
27025,10,25,1997,19,"PB","M",27,30,2.7
27026,10,25,1997,17,"DM","F",34,45,3.4
27027,10,25,1997,17,"DM","M",35,47,3.5
27028,10,25,1997,12,"DM","M",34,43,3.4
27029,10,25,1997,19,"PM","F",19,20,1.9
27030,10,25,1997,7,"RM","F",17,12,1.7
27031,10,25,1997,2,"PM","M",21,17,2.1
27032,10,25,1997,18,"PB","M",25,29,2.5
27033,10,25,1997,22,"PB","M",27,32,2.7
27034,10,25,1997,2,"PB","M",27,45,2.7
27035,10,25,1997,12,"DM","F",35,42,3.5
27036,10,25,1997,21,"PB","M",27,38,2.7
27037,10,25,1997,23,"PM","M",20,19,2
27038,10,25,1997,1,"PE","M",17,15,1.7
27039,10,25,1997,17,"DO","M",34,45,3.4
27040,10,25,1997,23,"PM","F",21,23,2.1
27041,10,25,1997,20,"AH","",NA,NA,NA
27042,10,25,1997,2,"NL","F",34,186,3.4
27043,10,25,1997,12,"DM","F",34,42,3.4
27044,10,25,1997,12,"DM","M",36,46,3.6
27045,10,25,1997,20,"PF","M",16,7,1.6
27046,10,25,1997,23,"PM","M",19,21,1.9
27047,10,25,1997,1,"OT","F",20,26,2
27048,10,25,1997,12,"OT","M",20,22,2
27049,10,25,1997,17,"PM","M",23,27,2.3
27050,10,25,1997,12,"NL","M",33,120,3.3
27051,10,25,1997,21,"PB","M",27,35,2.7
27052,10,25,1997,1,"NL","F",34,122,3.4
27053,10,25,1997,2,"PB","F",26,27,2.6
27054,10,25,1997,22,"OT","M",22,21,2.2
27055,10,25,1997,21,"PB","F",25,30,2.5
27056,10,26,1997,9,"DO","F",38,54,3.8
27057,10,26,1997,4,"DM","M",35,38,3.5
27058,10,26,1997,6,"OT","F",20,21,2
27059,10,26,1997,8,"OT","M",20,25,2
27060,10,26,1997,8,"DO","M",37,52,3.7
27061,10,26,1997,9,"OT","F",20,23,2
27062,10,26,1997,14,"DM","F",37,44,3.7
27063,10,26,1997,6,"PB","F",27,34,2.7
27064,10,26,1997,8,"DO","F",34,47,3.4
27065,10,26,1997,5,"PE","F",20,16,2
27066,10,26,1997,11,"DO","F",35,48,3.5
27067,10,26,1997,9,"PM","M",21,18,2.1
27068,10,26,1997,8,"PM","F",21,23,2.1
27069,10,26,1997,10,"PM","M",21,24,2.1
27070,10,26,1997,4,"PM","F",22,30,2.2
27071,10,26,1997,3,"OT","F",20,25,2
27072,10,26,1997,8,"DM","F",35,34,3.5
27073,10,26,1997,11,"DM","F",37,43,3.7
27074,10,26,1997,14,"AH","",NA,NA,NA
27075,10,26,1997,8,"DO","F",37,49,3.7
27076,10,26,1997,13,"PB","M",28,35,2.8
27077,10,26,1997,9,"DM","F",35,36,3.5
27078,10,26,1997,14,"DM","M",36,50,3.6
27079,10,26,1997,14,"DM","M",35,48,3.5
27080,10,26,1997,8,"DM","M",37,42,3.7
27081,10,26,1997,14,"DM","M",36,44,3.6
27082,10,26,1997,3,"PB","F",27,35,2.7
27083,10,26,1997,4,"DM","M",35,47,3.5
27084,10,26,1997,6,"DO","M",35,49,3.5
27085,10,26,1997,4,"DM","F",38,40,3.8
27086,10,26,1997,4,"DM","M",36,49,3.6
27087,10,26,1997,9,"DO","M",35,51,3.5
27088,10,26,1997,4,"DM","F",37,44,3.7
27089,10,26,1997,15,"PB","F",26,28,2.6
27090,10,26,1997,10,"PM","F",20,21,2
27091,10,26,1997,16,"PM","M",21,19,2.1
27092,10,26,1997,3,"DO","M",36,45,3.6
27093,10,26,1997,9,"DM","M",36,49,3.6
27094,10,26,1997,16,"PM","F",21,18,2.1
27095,10,26,1997,9,"AH","",NA,NA,NA
27096,10,26,1997,14,"DM","M",34,38,3.4
27097,10,26,1997,11,"OT","M",20,19,2
27098,10,26,1997,14,"DM","M",37,43,3.7
27099,10,26,1997,8,"DM","M",35,38,3.5
27100,10,26,1997,13,"PB","M",27,30,2.7
27101,10,26,1997,14,"DM","F",37,47,3.7
27102,10,26,1997,16,"PE","M",20,20,2
27103,10,26,1997,9,"DM","M",36,45,3.6
27104,10,26,1997,14,"DM","M",37,44,3.7
27105,10,26,1997,3,"PB","F",27,30,2.7
27106,10,26,1997,6,"OT","M",20,27,2
27107,10,26,1997,15,"PM","F",20,14,2
27108,10,26,1997,6,"DO","F",34,52,3.4
27109,10,26,1997,11,"DM","M",36,48,3.6
27110,10,26,1997,14,"DM","M",36,46,3.6
27111,10,26,1997,3,"DO","M",36,46,3.6
27112,10,26,1997,15,"PM","M",20,13,2
27113,10,26,1997,13,"OT","F",19,23,1.9
27114,10,26,1997,15,"PM","F",20,25,2
27115,10,26,1997,10,"PM","M",21,23,2.1
27116,10,26,1997,14,"DM","F",35,44,3.5
27117,10,26,1997,16,"PM","M",20,24,2
27118,10,26,1997,6,"PE","M",20,20,2
27119,10,26,1997,14,"PM","M",20,14,2
27120,10,26,1997,6,"OT","M",21,26,2.1
27121,10,26,1997,5,"RM","F",17,10,1.7
27122,10,26,1997,13,"PB","F",26,30,2.6
27123,10,26,1997,15,"PM","M",19,13,1.9
27124,10,26,1997,14,"OT","M",21,25,2.1
27125,10,26,1997,3,"OT","M",20,24,2
27126,10,26,1997,6,"NL","M",32,220,3.2
27127,10,26,1997,5,"PM","M",20,13,2
27128,10,26,1997,16,"PM","F",20,19,2
27129,10,26,1997,4,"DM","F",35,43,3.5
27130,11,22,1997,1,"DM","F",35,38,3.5
27131,11,22,1997,22,"DM","M",36,47,3.6
27132,11,22,1997,23,"PM","M",22,26,2.2
27133,11,22,1997,11,"DO","M",36,50,3.6
27134,11,22,1997,17,"DM","M",36,47,3.6
27135,11,22,1997,21,"OT","F",21,25,2.1
27136,11,22,1997,11,"DM","M",36,48,3.6
27137,11,22,1997,16,"PM","F",21,20,2.1
27138,11,22,1997,9,"DO","F",35,47,3.5
27139,11,22,1997,14,"DM","F",36,43,3.6
27140,11,22,1997,18,"PB","F",26,27,2.6
27141,11,22,1997,17,"DM","M",36,47,3.6
27142,11,22,1997,21,"PM","F",21,15,2.1
27143,11,22,1997,23,"OT","M",21,20,2.1
27144,11,22,1997,7,"AH","",NA,NA,NA
27145,11,22,1997,3,"DO","M",35,46,3.5
27146,11,22,1997,16,"PM","F",20,17,2
27147,11,22,1997,5,"OT","M",20,21,2
27148,11,22,1997,12,"DM","M",37,45,3.7
27149,11,22,1997,20,"PM","M",22,23,2.2
27150,11,22,1997,22,"PB","M",26,24,2.6
27151,11,22,1997,8,"DO","F",36,50,3.6
27152,11,22,1997,12,"OT","M",20,23,2
27153,11,22,1997,17,"DM","M",35,48,3.5
27154,11,22,1997,24,"PE","F",21,17,2.1
27155,11,22,1997,6,"PB","F",27,35,2.7
27156,11,22,1997,1,"OT","M",20,25,2
27157,11,22,1997,20,"NL","F",34,162,3.4
27158,11,22,1997,8,"DM","F",34,36,3.4
27159,11,22,1997,15,"PM","M",20,16,2
27160,11,22,1997,10,"PM","F",21,20,2.1
27161,11,22,1997,18,"PB","F",26,29,2.6
27162,11,22,1997,8,"DO","M",37,50,3.7
27163,11,22,1997,2,"DS","F",50,103,5
27164,11,22,1997,4,"DM","M",36,44,3.6
27165,11,22,1997,5,"PM","M",20,17,2
27166,11,22,1997,19,"PB","M",27,27,2.7
27167,11,22,1997,14,"OT","F",20,21,2
27168,11,22,1997,2,"DO","M",37,42,3.7
27169,11,22,1997,12,"DM","F",36,40,3.6
27170,11,22,1997,24,"PE","F",20,21,2
27171,11,22,1997,8,"OT","M",20,21,2
27172,11,22,1997,14,"DM","M",36,40,3.6
27173,11,22,1997,17,"DM","M",36,42,3.6
27174,11,22,1997,7,"RM","M",18,9,1.8
27175,11,22,1997,24,"PE","M",20,22,2
27176,11,22,1997,13,"PB","M",27,33,2.7
27177,11,22,1997,14,"DM","M",32,39,3.2
27178,11,22,1997,5,"PM","F",20,15,2
27179,11,22,1997,19,"PB","M",26,38,2.6
27180,11,22,1997,3,"RM","F",16,10,1.6
27181,11,22,1997,12,"NL","F",34,177,3.4
27182,11,22,1997,19,"PB","F",26,28,2.6
27183,11,22,1997,24,"PM","F",20,30,2
27184,11,22,1997,21,"PB","M",26,27,2.6
27185,11,22,1997,7,"PL","F",21,22,2.1
27186,11,22,1997,4,"DM","M",36,51,3.6
27187,11,22,1997,9,"DM","M",36,44,3.6
27188,11,22,1997,15,"OT","F",20,22,2
27189,11,22,1997,12,"DM","M",37,41,3.7
27190,11,22,1997,15,"AH","",NA,NA,NA
27191,11,22,1997,1,"DO","M",NA,48,NA
27192,11,22,1997,2,"OT","F",21,24,2.1
27193,11,22,1997,21,"AH","",NA,NA,NA
27194,11,22,1997,24,"PM","M",21,23,2.1
27195,11,22,1997,4,"DM","M",36,47,3.6
27196,11,22,1997,12,"DM","M",36,41,3.6
27197,11,22,1997,3,"PB","M",27,35,2.7
27198,11,22,1997,11,"DM","F",36,43,3.6
27199,11,22,1997,9,"DO","M",35,48,3.5
27200,11,22,1997,2,"DO","M",35,48,3.5
27201,11,22,1997,12,"DM","M",35,42,3.5
27202,11,22,1997,21,"PB","F",25,29,2.5
27203,11,22,1997,7,"AH","",NA,NA,NA
27204,11,22,1997,4,"DM","M",37,48,3.7
27205,11,22,1997,12,"DM","F",NA,42,NA
27206,11,22,1997,17,"DM","F",35,45,3.5
27207,11,22,1997,9,"DM","F",34,37,3.4
27208,11,22,1997,12,"DM","M",36,42,3.6
27209,11,22,1997,2,"PB","F",26,25,2.6
27210,11,22,1997,3,"PB","F",26,28,2.6
27211,11,22,1997,6,"DO","F",35,49,3.5
27212,11,22,1997,2,"DM","M",36,43,3.6
27213,11,22,1997,22,"OT","M",21,20,2.1
27214,11,22,1997,2,"PE","M",20,21,2
27215,11,22,1997,17,"OT","F",20,22,2
27216,11,22,1997,4,"DM","F",36,43,3.6
27217,11,22,1997,15,"PM","F",20,22,2
27218,11,22,1997,5,"PM","M",20,10,2
27219,11,22,1997,1,"OT","M",19,25,1.9
27220,11,22,1997,1,"DO","M",36,52,3.6
27221,11,22,1997,2,"OT","M",21,22,2.1
27222,11,22,1997,18,"SH","M",27,57,2.7
27223,11,22,1997,4,"DM","F",36,45,3.6
27224,11,22,1997,6,"PE","F",20,23,2
27225,11,22,1997,20,"PM","F",20,21,2
27226,11,22,1997,15,"OT","F",20,23,2
27227,11,22,1997,1,"DO","F",34,50,3.4
27228,11,22,1997,20,"PB","F",26,24,2.6
27229,11,22,1997,14,"DM","M",35,45,3.5
27230,11,22,1997,17,"DM","F",34,46,3.4
27231,11,22,1997,13,"PB","M",26,30,2.6
27232,11,22,1997,14,"DM","F",34,44,3.4
27233,11,22,1997,5,"PM","F",20,11,2
27234,11,22,1997,3,"OT","M",20,23,2
27235,11,22,1997,14,"DM","M",35,45,3.5
27236,11,22,1997,1,"DO","M",36,50,3.6
27237,11,22,1997,1,"OT","F",20,26,2
27238,11,22,1997,18,"RM","M",16,10,1.6
27239,11,22,1997,18,"SH","F",20,57,2
27240,11,22,1997,2,"DM","F",36,44,3.6
27241,11,22,1997,17,"DM","F",34,40,3.4
27242,11,22,1997,4,"OT","F",19,23,1.9
27243,11,22,1997,8,"DM","M",35,42,3.5
27244,11,22,1997,16,"PM","F",21,19,2.1
27245,11,22,1997,2,"DO","M",37,51,3.7
27246,11,22,1997,12,"OT","F",21,26,2.1
27247,11,22,1997,18,"OT","F",21,23,2.1
27248,11,22,1997,8,"DM","M",35,41,3.5
27249,11,22,1997,14,"OT","M",21,22,2.1
27250,11,22,1997,16,"PM","M",21,20,2.1
27251,11,22,1997,12,"DM","F",35,47,3.5
27252,11,22,1997,9,"DM","M",36,47,3.6
27253,11,22,1997,14,"OT","F",20,26,2
27254,11,22,1997,12,"DM","M",35,44,3.5
27255,11,22,1997,22,"PB","M",27,32,2.7
27256,11,22,1997,2,"PB","M",27,41,2.7
27257,11,22,1997,21,"PB","M",25,29,2.5
27258,11,22,1997,4,"OT","M",21,23,2.1
27259,11,22,1997,6,"OT","M",21,22,2.1
27260,11,22,1997,2,"RM","M",16,11,1.6
27261,11,22,1997,22,"DM","F",37,40,3.7
27262,11,22,1997,7,"PM","M",21,21,2.1
27263,11,22,1997,5,"PM","F",20,11,2
27264,11,22,1997,1,"DM","F",35,45,3.5
27265,11,22,1997,17,"OT","M",19,24,1.9
27266,11,22,1997,20,"AH","",NA,NA,NA
27267,11,22,1997,3,"DO","M",36,45,3.6
27268,11,22,1997,8,"DO","F",35,42,3.5
27269,11,22,1997,12,"DM","F",35,42,3.5
27270,11,22,1997,24,"PM","M",20,19,2
27271,11,22,1997,1,"DO","F",35,44,3.5
27272,11,22,1997,2,"RM","F",16,11,1.6
27273,11,22,1997,7,"PM","M",20,17,2
27274,11,22,1997,13,"PM","M",21,21,2.1
27275,11,22,1997,1,"OT","F",19,25,1.9
27276,11,22,1997,21,"PB","M",26,33,2.6
27277,11,22,1997,22,"DM","F",36,38,3.6
27278,11,22,1997,3,"PB","M",26,35,2.6
27279,11,22,1997,11,"DM","F",35,45,3.5
27280,11,22,1997,2,"PB","F",25,27,2.5
27281,11,22,1997,21,"PB","M",27,38,2.7
27282,11,22,1997,12,"NL","F",32,122,3.2
27283,11,22,1997,21,"OT","M",20,21,2
27284,11,22,1997,7,"RM","M",20,14,2
27285,11,22,1997,6,"PE","M",21,23,2.1
27286,11,22,1997,11,"DO","F",35,43,3.5
27287,11,22,1997,11,"DM","M",35,52,3.5
27288,11,22,1997,13,"PB","F",26,28,2.6
27289,11,22,1997,10,"OT","F",20,18,2
27290,11,22,1997,1,"PB","F",27,30,2.7
27291,11,22,1997,2,"PB","M",27,30,2.7
27292,11,22,1997,4,"DM","M",36,43,3.6
27293,12,28,1997,2,"DM","M",37,45,3.7
27294,12,28,1997,18,"PM","M",20,21,2
27295,12,28,1997,22,"DM","M",37,49,3.7
27296,12,28,1997,24,"PE","M",21,26,2.1
27297,12,28,1997,1,"DM","F",36,39,3.6
27298,12,28,1997,1,"DO","M",37,56,3.7
27299,12,28,1997,17,"DM","F",35,44,3.5
27300,12,28,1997,18,"PB","F",27,27,2.7
27301,12,28,1997,22,"PB","F",26,25,2.6
27302,12,28,1997,17,"DM","M",35,46,3.5
27303,12,28,1997,24,"RM","F",17,11,1.7
27304,12,28,1997,12,"DM","M",36,40,3.6
27305,12,28,1997,22,"DM","F",37,36,3.7
27306,12,28,1997,2,"DS","F",51,111,5.1
27307,12,28,1997,19,"PB","F",27,27,2.7
27308,12,28,1997,7,"PM","M",21,22,2.1
27309,12,28,1997,12,"NL","F",32,169,3.2
27310,12,28,1997,21,"PM","F",NA,16,NA
27311,12,28,1997,17,"DM","M",36,44,3.6
27312,12,28,1997,23,"PM","F",20,22,2
27313,12,28,1997,22,"DM","F",35,41,3.5
27314,12,28,1997,7,"RM","M",16,9,1.6
27315,12,28,1997,22,"DM","F",38,42,3.8
27316,12,28,1997,18,"PB","F",25,29,2.5
27317,12,28,1997,17,"DM","M",39,45,3.9
27318,12,28,1997,24,"PM","F",21,24,2.1
27319,12,28,1997,19,"PB","M",27,28,2.7
27320,12,28,1997,24,"PM","F",21,27,2.1
27321,12,28,1997,2,"DO","M",37,50,3.7
27322,12,28,1997,17,"DM","F",38,39,3.8
27323,12,28,1997,2,"OT","M",20,22,2
27324,12,28,1997,17,"OT","M",21,27,2.1
27325,12,28,1997,21,"PB","M",26,27,2.6
27326,12,28,1997,2,"NL","F",33,181,3.3
27327,12,28,1997,18,"RM","F",17,8,1.7
27328,12,28,1997,7,"RM","F",17,9,1.7
27329,12,28,1997,23,"PM","M",22,27,2.2
27330,12,28,1997,2,"RM","M",15,9,1.5
27331,12,28,1997,19,"PB","M",27,38,2.7
27332,12,28,1997,17,"OT","F",21,22,2.1
27333,12,28,1997,12,"DM","F",32,41,3.2
27334,12,28,1997,19,"PP","M",22,16,2.2
27335,12,28,1997,1,"DO","F",33,43,3.3
27336,12,28,1997,17,"AH","",NA,NA,NA
27337,12,28,1997,21,"PB","F",27,28,2.7
27338,12,28,1997,12,"DM","M",37,43,3.7
27339,12,28,1997,12,"PE","M",19,24,1.9
27340,12,28,1997,17,"OT","M",19,22,1.9
27341,12,28,1997,17,"DM","F",36,38,3.6
27342,12,28,1997,17,"DM","F",34,43,3.4
27343,12,28,1997,2,"OT","F",20,26,2
27344,12,28,1997,1,"DO","M",38,49,3.8
27345,12,28,1997,21,"PB","M",29,35,2.9
27346,12,28,1997,7,"PM","M",20,18,2
27347,12,28,1997,2,"PB","F",26,28,2.6
27348,12,28,1997,20,"PM","M",20,20,2
27349,12,28,1997,7,"PM","M",20,17,2
27350,12,28,1997,12,"OT","M",21,23,2.1
27351,12,28,1997,22,"PB","M",28,31,2.8
27352,12,28,1997,18,"PM","F",20,17,2
27353,12,28,1997,1,"DO","F",35,45,3.5
27354,12,28,1997,20,"PM","F",20,19,2
27355,12,28,1997,12,"OT","F",20,25,2
27356,12,28,1997,21,"PB","F",26,28,2.6
27357,12,29,1997,10,"OT","F",20,21,2
27358,12,29,1997,4,"DM","M",34,45,3.4
27359,12,29,1997,14,"DM","M",35,50,3.5
27360,12,29,1997,10,"PM","M",21,22,2.1
27361,12,29,1997,13,"PM","M",21,21,2.1
27362,12,29,1997,9,"DO","M",35,46,3.5
27363,12,29,1997,15,"PM","M",21,22,2.1
27364,12,29,1997,8,"DO","F",38,49,3.8
27365,12,29,1997,14,"OT","F",21,21,2.1
27366,12,29,1997,8,"DM","F",34,35,3.4
27367,12,29,1997,16,"PM","F",20,18,2
27368,12,29,1997,3,"DO","M",36,48,3.6
27369,12,29,1997,11,"DO","F",34,44,3.4
27370,12,29,1997,4,"DM","M",38,45,3.8
27371,12,29,1997,11,"DM","F",36,39,3.6
27372,12,29,1997,14,"DM","F",37,42,3.7
27373,12,29,1997,4,"OT","M",19,26,1.9
27374,12,29,1997,15,"NL","F",33,139,3.3
27375,12,29,1997,3,"PB","F",26,30,2.6
27376,12,29,1997,6,"DO","M",36,53,3.6
27377,12,29,1997,13,"PB","M",27,32,2.7
27378,12,29,1997,14,"DM","M",36,39,3.6
27379,12,29,1997,10,"RM","F",16,10,1.6
27380,12,29,1997,3,"DO","M",35,44,3.5
27381,12,29,1997,14,"OT","M",20,25,2
27382,12,29,1997,4,"OT","F",21,24,2.1
27383,12,29,1997,15,"OT","M",20,22,2
27384,12,29,1997,4,"DM","M",36,40,3.6
27385,12,29,1997,11,"DM","F",34,44,3.4
27386,12,29,1997,3,"PL","M",20,17,2
27387,12,29,1997,9,"DM","M",35,45,3.5
27388,12,29,1997,9,"DM","F",34,37,3.4
27389,12,29,1997,8,"DM","M",35,42,3.5
27390,12,29,1997,13,"OT","M",20,24,2
27391,12,29,1997,14,"DM","F",35,46,3.5
27392,12,29,1997,14,"DM","M",36,45,3.6
27393,12,29,1997,15,"PL","M",19,16,1.9
27394,12,29,1997,6,"OT","F",21,28,2.1
27395,12,29,1997,4,"DM","F",35,44,3.5
27396,12,29,1997,8,"DM","F",36,36,3.6
27397,12,29,1997,14,"DM","F",35,43,3.5
27398,12,29,1997,8,"DO","M",39,53,3.9
27399,12,29,1997,8,"DM","F",36,43,3.6
27400,12,29,1997,14,"DM","M",35,44,3.5
27401,12,29,1997,14,"OT","M",20,24,2
27402,12,29,1997,4,"OT","M",21,22,2.1
27403,12,29,1997,4,"DM","F",37,44,3.7
27404,12,29,1997,8,"DO","F",35,43,3.5
27405,12,29,1997,13,"PB","F",25,29,2.5
27406,12,29,1997,14,"DM","M",35,44,3.5
27407,12,29,1997,6,"OT","F",20,20,2
27408,12,29,1997,8,"DO","F",34,45,3.4
27409,12,29,1997,9,"DO","F",36,51,3.6
27410,12,29,1997,6,"PE","M",21,23,2.1
27411,12,29,1997,9,"PM","F",21,25,2.1
27412,12,29,1997,13,"OT","F",20,24,2
27413,12,29,1997,5,"","",NA,NA,NA
27414,1,31,1998,12,"DM","F",35,41,3.5
27415,1,31,1998,12,"DM","M",36,43,3.6
27416,1,31,1998,12,"DM","F",34,41,3.4
27417,1,31,1998,20,"PM","F",20,21,2
27418,1,31,1998,19,"OT","M",21,18,2.1
27419,1,31,1998,7,"PM","M",22,22,2.2
27420,1,31,1998,18,"PM","F",26,28,2.6
27421,1,31,1998,21,"PM","M",21,20,2.1
27422,1,31,1998,18,"RM","M",16,10,1.6
27423,1,31,1998,21,"PB","M",27,32,2.7
27424,1,31,1998,12,"DM","M",37,41,3.7
27425,1,31,1998,1,"DM","M",35,39,3.5
27426,1,31,1998,2,"DS","F",51,122,5.1
27427,1,31,1998,17,"DM","F",35,45,3.5
27428,1,31,1998,21,"PM","M",20,23,2
27429,1,31,1998,22,"DM","F",35,41,3.5
27430,1,31,1998,12,"DM","F",36,42,3.6
27431,1,31,1998,24,"PM","M",22,28,2.2
27432,1,31,1998,12,"DM","M",35,42,3.5
27433,1,31,1998,19,"PB","M",27,31,2.7
27434,1,31,1998,2,"DO","M",36,52,3.6
27435,1,31,1998,12,"DM","F",38,44,3.8
27436,1,31,1998,17,"DM","M",36,46,3.6
27437,1,31,1998,12,"DM","F",36,43,3.6
27438,1,31,1998,2,"OT","F",21,25,2.1
27439,1,31,1998,1,"DO","F",34,46,3.4
27440,1,31,1998,12,"NL","F",34,178,3.4
27441,1,31,1998,19,"PB","F",26,30,2.6
27442,1,31,1998,12,"DM","F",35,40,3.5
27443,1,31,1998,17,"DM","M",37,47,3.7
27444,1,31,1998,2,"DM","F",36,41,3.6
27445,1,31,1998,1,"PB","M",29,36,2.9
27446,1,31,1998,12,"OT","F",20,22,2
27447,1,31,1998,17,"DM","F",36,39,3.6
27448,1,31,1998,24,"RM","F",17,10,1.7
27449,1,31,1998,12,"DM","M",37,42,3.7
27450,1,31,1998,17,"OT","F",20,22,2
27451,1,31,1998,21,"PB","",25,27,2.5
27452,1,31,1998,21,"PB","M",26,35,2.6
27453,1,31,1998,1,"DO","M",37,57,3.7
27454,1,31,1998,22,"DM","F",37,39,3.7
27455,1,31,1998,1,"PB","F",26,31,2.6
27456,1,31,1998,12,"OT","M",20,23,2
27457,1,31,1998,22,"DM","M",37,42,3.7
27458,1,31,1998,2,"DM","M",35,46,3.5
27459,1,31,1998,22,"OT","M",20,24,2
27460,1,31,1998,18,"PM","F",20,17,2
27461,1,31,1998,2,"OT","M",21,22,2.1
27462,1,31,1998,17,"AH","",NA,NA,NA
27463,1,31,1998,17,"OT","M",21,24,2.1
27464,1,31,1998,12,"DM","M",39,43,3.9
27465,1,31,1998,17,"OT","M",20,23,2
27466,1,31,1998,1,"DM","F",36,42,3.6
27467,1,31,1998,2,"DO","F",35,53,3.5
27468,1,31,1998,22,"DM","M",36,44,3.6
27469,1,31,1998,17,"OT","F",20,24,2
27470,1,31,1998,21,"PB","F",26,29,2.6
27471,1,31,1998,17,"DM","F",35,43,3.5
27472,1,31,1998,19,"PB","M",27,NA,2.7
27473,1,31,1998,22,"PB","M",27,35,2.7
27474,1,31,1998,2,"PB","M",27,42,2.7
27475,1,31,1998,21,"PB","M",27,39,2.7
27476,1,31,1998,22,"PB","F",25,24,2.5
27477,1,31,1998,23,"","",NA,NA,NA
27478,2,1,1998,11,"DM","F",35,40,3.5
27479,2,1,1998,4,"OT","F",20,23,2
27480,2,1,1998,8,"DO","F",38,48,3.8
27481,2,1,1998,15,"PL","M",19,18,1.9
27482,2,1,1998,4,"DM","M",39,44,3.9
27483,2,1,1998,6,"PB","F",26,33,2.6
27484,2,1,1998,13,"PB","M",28,36,2.8
27485,2,1,1998,14,"DM","M",37,49,3.7
